Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus520	 0.1194	 0.0008	0.2969
Locus521	-0.0438	-0.1225	0.0877
Locus522	 0.0973	 0.0085	0.2416
Locus523	 0.0160	-0.0759	0.2108
Locus524	 0.0093	-0.0661	0.1235
Locus525	-0.0138	-0.1646	0.1580
Locus526	-0.0210	-0.0899	0.0645
Locus527	-0.0018	-0.0735	0.1447
Locus528	 0.3765	 0.1901	0.5973
Locus529	 0.0227	-0.0913	0.2116
Locus530	 0.1026	-0.0580	0.3062
Locus531	-0.0128	-0.0835	0.0895
Locus532	 0.0190	-0.0514	0.1992
Locus533	 0.0911	-0.0177	0.2140
Locus534	 0.0738	-0.0269	0.2225
Locus535	 0.0888	-0.0433	0.2911
Locus536	 0.0313	-0.0656	0.1835
Locus537	 0.0072	-0.0574	0.1520
Locus538	 0.1467	-0.0325	0.3560
Locus539	-0.0120	-0.0676	0.0672
Locus540	 0.0137	-0.0607	0.1524
Locus541	-0.0483	-0.1226	0.0568
Locus542	 0.0473	-0.0523	0.1776
Locus543	 0.0564	-0.0465	0.2136
Locus544	 0.1320	 0.0036	0.3232
Locus545	 0.0161	-0.0469	0.1088
Locus546	-0.0789	-0.1668	0.0477
Locus547	 0.0785	-0.0054	0.1975
Locus548	 0.1474	-0.0162	0.3678
Locus549	 0.0778	-0.0117	0.1848
Locus550	 0.0649	-0.1127	0.2375
Locus551	 0.0450	-0.0397	0.1752
Locus552	 0.1144	-0.0192	0.2646
Locus553	 0.3818	 0.2118	0.5906
Locus554	 0.1308	-0.0133	0.3133
Locus555	 0.0649	-0.0488	0.2049
Locus556	-0.0292	-0.1515	0.1106
Locus557	 0.1467	-0.0157	0.3076
Locus558	-0.0041	-0.0846	0.1252
Locus559	 0.0563	-0.0594	0.2175
Locus560	 0.0326	-0.1087	0.2261
Locus561	 0.1435	 0.0195	0.3341
Locus562	 0.0612	-0.0266	0.2437
Locus563	 0.1091	-0.0595	0.2972
Locus564	-0.0116	-0.0745	0.0719
Locus565	 0.0622	-0.0606	0.2570
Locus566	 0.0515	-0.0916	0.1999
Locus567	 0.0500	-0.0375	0.2172
Locus568	 0.1576	 0.0301	0.3121
Locus569	 0.1900	 0.0301	0.3906
Locus570	 0.0437	-0.0408	0.1733
Locus571	-0.0441	-0.1597	0.1218
Locus572	 0.0995	-0.0600	0.2578
Locus573	 0.0218	-0.0552	0.1316
Locus574	 0.1292	-0.0372	0.3995
Locus575	-0.0071	-0.0805	0.1475
Locus576	 0.0101	-0.1076	0.1470
Locus577	 0.0688	-0.0286	0.2178
Locus578	 0.1552	 0.0072	0.3393
Locus579	 0.0137	-0.0518	0.1219
Locus580	 0.0025	-0.0654	0.1398
Locus581	 0.1416	-0.0286	0.3102
Locus582	 0.0423	-0.0670	0.2042
Locus583	 0.0044	-0.0640	0.1224
Locus584	 0.2146	 0.0535	0.3896
Locus585	 0.0331	-0.0725	0.2119
Locus586	-0.0041	-0.1034	0.1863
Locus587	 0.1539	-0.0373	0.4172
Locus588	 0.1234	-0.0471	0.3209
Locus589	 0.1460	-0.0785	0.3521
Locus590	 0.1855	 0.0459	0.3675
Locus591	 0.0811	-0.0354	0.2397
Locus592	 0.0694	-0.0572	0.2231
Locus593	 0.0494	-0.0616	0.1765
Locus594	-0.0192	-0.1554	0.1579
Locus595	 0.0967	-0.1021	0.2957
Locus596	-0.0269	-0.1313	0.1364
Locus597	-0.0347	-0.0941	0.0504
Locus598	 0.0746	-0.0436	0.2226
Locus599	 0.0092	-0.0775	0.1620
Locus600	-0.0421	-0.1044	0.0637
Locus601	 0.0657	-0.0282	0.2424
Locus602	 0.1773	 0.0395	0.3297
Locus603	-0.0454	-0.1066	0.0319
Locus604	 0.0311	-0.0539	0.1605
Locus605	 0.0186	-0.0605	0.1156
Locus606	 0.2266	 0.0486	0.4341
Locus607	 0.3168	 0.1718	0.4414
Locus608	 0.0081	-0.0839	0.1456
Locus609	 0.0800	-0.0452	0.2557
Locus610	 0.0089	-0.0624	0.1194
Locus611	 0.0593	-0.1069	0.2406
Locus612	 0.0322	-0.0767	0.1772
Locus613	 0.0810	-0.0150	0.2285
Locus614	 0.0080	-0.0595	0.1167
Locus615	 0.1083	-0.0254	0.3012
Locus616	 0.0105	-0.0740	0.1475
Locus617	 0.0265	-0.0543	0.1560
Locus618	 0.4661	 0.3054	0.6194
Locus619	 0.1791	 0.0034	0.3354
Locus620	 0.0220	-0.0791	0.1435
Locus621	 0.0530	-0.0273	0.1751
Locus622	 0.0159	-0.0653	0.1695
Locus623	 0.0369	-0.0554	0.1849
Locus624	 0.0423	-0.0756	0.1711
Locus625	-0.0227	-0.0873	0.0735
Locus626	 0.1113	-0.0207	0.2912
Locus627	 0.1607	-0.0263	0.3785
Locus628	 0.1287	-0.0443	0.2749
Locus629	 0.2304	 0.0902	0.3790
Locus630	-0.0202	-0.0829	0.0620
Locus631	 0.0091	-0.0651	0.1427
Locus632	 0.0632	-0.0402	0.2670
Locus633	 0.0695	-0.0573	0.3854
Locus634	 0.0181	-0.0874	0.1660
Locus635	 0.3464	 0.1425	0.5014
Locus636	 0.0003	-0.0842	0.1037
Locus637	 0.1027	-0.0682	0.2993
Locus638	-0.0569	-0.1364	0.0613
Locus639	 0.0127	-0.1482	0.2223
Locus640	 0.0196	-0.0664	0.1712
Locus641	 0.0383	-0.1011	0.2026
Locus642	-0.0297	-0.1108	0.0776
Locus643	 0.0197	-0.1335	0.1818
Locus644	 0.1161	-0.0581	0.3196
Locus645	 0.0268	-0.0901	0.1956
Locus646	 0.0159	-0.0501	0.1281
Locus647	 0.0161	-0.1261	0.1800
Locus648	 0.0525	-0.0496	0.2105
Locus649	 0.2043	 0.0520	0.4087
Locus650	 0.2168	 0.0433	0.3579
Locus651	 0.1771	 0.0053	0.3646
Locus652	 0.1170	 0.0012	0.3011
Locus653	 0.0291	-0.0553	0.2144
Locus654	 0.1250	-0.0019	0.3267
Locus655	-0.0325	-0.1143	0.0842
Locus656	 0.0348	-0.0628	0.2055
Locus657	-0.0197	-0.0847	0.0579
Locus658	 0.2243	 0.1221	0.3551
Locus659	 0.0011	-0.0631	0.1256
Locus660	 0.0194	-0.0666	0.1258
Locus661	 0.0635	-0.0511	0.2350
Locus662	 0.2153	 0.0638	0.3912
Locus663	 0.0376	-0.0776	0.2273
Locus664	 0.0549	-0.0617	0.2599
Locus665	 0.0645	-0.0261	0.2137
Locus666	 0.2631	 0.0725	0.4506
Locus667	-0.0488	-0.1383	0.0973
Locus668	 0.1508	-0.0108	0.3591
Locus669	 0.0247	-0.1058	0.2291
Locus670	 0.0307	-0.0627	0.1649
Locus671	 0.1839	 0.0492	0.3258
Locus672	-0.0259	-0.1087	0.1031
Locus673	-0.0158	-0.0954	0.1203
Locus674	 0.0569	-0.0407	0.1924
Locus675	 0.0146	-0.0904	0.1640
Locus676	 0.1585	-0.0117	0.3966
Locus677	 0.2583	 0.1535	0.3776
Locus678	-0.0762	-0.1452	0.0493
Locus679	 0.1088	-0.0311	0.2667
Locus680	-0.0001	-0.1283	0.1340
Locus681	 0.0317	-0.0743	0.1906
Locus682	-0.0007	-0.0810	0.1205
Locus683	 0.1964	 0.0195	0.3805
Locus684	-0.0120	-0.1561	0.1669
Locus685	 0.0330	-0.0518	0.1527
Locus686	-0.0181	-0.0877	0.0723
Locus687	 0.0173	-0.0515	0.1104
Locus688	 0.0001	-0.0519	0.0760
Locus689	 0.0319	-0.0861	0.1945
Locus690	 0.0879	-0.0226	0.2792
Locus691	 0.0180	-0.0793	0.1689
Locus692	 0.0825	-0.0215	0.2613
Locus693	 0.1522	-0.0168	0.4006
Locus694	 0.1768	 0.0075	0.3492
Locus695	 0.0785	-0.0174	0.2039
Locus696	 0.0990	-0.0388	0.2903
Locus697	 0.1272	-0.0591	0.3371
Locus698	 0.0002	-0.0886	0.1515
Locus699	-0.0274	-0.0986	0.0667
Locus700	 0.0594	-0.0310	0.1724
Locus701	 0.0242	-0.0894	0.1928
Locus702	 0.0051	-0.0757	0.1757
Locus703	 0.0805	-0.0519	0.2774
Locus704	 0.0513	-0.0660	0.1856
Locus705	 0.1268	 0.0276	0.2633
Locus706	 0.2145	 0.0273	0.4550
Locus707	 0.1604	 0.0462	0.3183
Locus708	 0.3169	 0.1162	0.4898
Locus709	 0.0070	-0.0691	0.1744
Locus710	 0.1440	-0.0112	0.3674
Locus711	 0.1036	-0.0090	0.2166
Locus712	-0.0364	-0.0929	0.0292
Locus713	 0.1549	 0.0135	0.3221
Locus714	 0.0409	-0.1198	0.2879
Locus715	 0.0145	-0.0469	0.1390
Locus716	 0.0117	-0.0606	0.1248
Locus717	 0.0706	-0.0406	0.2471
Locus718	 0.0923	 0.0006	0.2120
Locus719	 0.0365	-0.0965	0.2004
Locus720	 0.3742	 0.2277	0.5571
Locus721	 0.2757	 0.0814	0.5081
Locus722	 0.0918	-0.0137	0.2194
Locus723	-0.0213	-0.1090	0.1112
Locus724	 0.0460	-0.0382	0.1275
Locus725	 0.1661	 0.0093	0.4054
Locus726	-0.0179	-0.0852	0.0536
Locus727	 0.3064	 0.1057	0.5051
Locus728	 0.0176	-0.0663	0.1413
Locus729	 0.2937	 0.0319	0.5841
Locus730	 0.0631	-0.0519	0.1825
Locus731	-0.0197	-0.0906	0.1046
Locus732	 0.1352	-0.0113	0.3171
Locus733	 0.0361	-0.0349	0.1463
Locus734	-0.0086	-0.0550	0.0589
Locus735	 0.0733	-0.0946	0.2552
Locus736	 0.0607	-0.0495	0.2284
Locus737	 0.0762	-0.0504	0.2793
Locus738	 0.0263	-0.0889	0.1874
Locus739	 0.0710	-0.0205	0.2027
Locus740	 0.0567	-0.0324	0.1734
Locus741	 0.0411	-0.0993	0.1892
Locus742	-0.0355	-0.1424	0.1280
Locus743	-0.0019	-0.0846	0.0944
Locus744	-0.0239	-0.1101	0.1026
Locus745	 0.2101	 0.0596	0.3939
Locus746	 0.2171	 0.0485	0.4146
Locus747	 0.0260	-0.0684	0.1320
Locus748	 0.0393	-0.0884	0.2036
Locus749	 0.3839	 0.2299	0.5707
Locus750	 0.0838	-0.0601	0.2648
Locus751	 0.0226	-0.0638	0.1517
Locus752	 0.0053	-0.1311	0.1644
Locus753	 0.1281	-0.0422	0.2959
Locus754	 0.0707	-0.0711	0.3260
Locus755	 0.0051	-0.0555	0.1225
Locus756	 0.0929	-0.0491	0.2423
Locus757	-0.0055	-0.1040	0.1699
Locus758	 0.0041	-0.1054	0.1361
Locus759	 0.1144	-0.0866	0.3264
Locus760	 0.0405	-0.0945	0.2137
Locus761	 0.0669	-0.0221	0.1724
Locus762	-0.0393	-0.1286	0.1132
Locus763	 0.1006	 0.0220	0.2081
Locus764	 0.0094	-0.0609	0.0963
Locus765	-0.0107	-0.0910	0.1058
Locus766	 0.1519	 0.0339	0.3252
Locus767	 0.0132	-0.0999	0.1897
Locus768	-0.0062	-0.0785	0.1472
Locus769	 0.1009	-0.0332	0.2677
Locus770	 0.0425	-0.1436	0.2246
Locus771	 0.0339	-0.0725	0.1388
Locus772	 0.0003	-0.1000	0.1193
Locus773	 0.1549	-0.0103	0.3717
Locus774	 0.1016	-0.0573	0.4178
Locus775	 0.1655	-0.0066	0.3387
Locus776	-0.0294	-0.1340	0.1104
Locus777	 0.0714	-0.0368	0.3337
Locus778	 0.1012	-0.0299	0.3267
Locus779	-0.0336	-0.1249	0.0962
Locus780	 0.0435	-0.0603	0.2563
Locus781	 0.0174	-0.1144	0.1799
Locus782	 0.0733	-0.0265	0.2310
Locus783	 0.1282	-0.0130	0.2685
Locus784	 0.1574	-0.0056	0.3309
Locus785	 0.0192	-0.0556	0.1187
Locus786	 0.0184	-0.0975	0.2022
Locus787	 0.0800	-0.0335	0.3253
Locus788	 0.0430	-0.0885	0.2240
Locus789	-0.0092	-0.0602	0.1091
Locus790	 0.3500	 0.1844	0.5198
Locus791	 0.0450	-0.0402	0.2107
Locus792	 0.2038	 0.0419	0.3797
Locus793	-0.0295	-0.1663	0.1111
Locus794	 0.1092	-0.0413	0.3267
Locus795	 0.1383	 0.0268	0.2713
Locus796	 0.0002	-0.1010	0.1135
Locus797	-0.0114	-0.1158	0.1353
Locus798	 0.1666	-0.0395	0.4278
Locus799	 0.1366	-0.0005	0.3042
Locus800	 0.1841	 0.0400	0.3311
Locus801	 0.0480	-0.0526	0.1824
Locus802	 0.0187	-0.0969	0.1654
Locus803	 0.1015	-0.0601	0.3138
Locus804	 0.1697	-0.0142	0.3911
Locus805	 0.0395	-0.0622	0.1607
Locus806	 0.0792	-0.0469	0.2725
Locus807	 0.0869	-0.0055	0.2000
Locus808	 0.0449	-0.0837	0.1701
Locus809	 0.2687	 0.0837	0.4042
Locus810	 0.1741	 0.0106	0.3800
Locus811	 0.1749	 0.0365	0.3501
Locus812	 0.0330	-0.0414	0.1449
Locus813	 0.0626	-0.0691	0.2550
Locus814	-0.0400	-0.1138	0.0665
Locus815	 0.0471	-0.0389	0.1674
Locus816	 0.2750	 0.1024	0.4610
Locus817	 0.1408	-0.0150	0.4373
Locus818	 0.0968	-0.0271	0.3586
Locus819	 0.1010	-0.0638	0.2935
Locus820	 0.0437	-0.0746	0.1823
Locus821	 0.0154	-0.0819	0.1854
Locus822	 0.1360	 0.0372	0.2809
Locus823	 0.0074	-0.0870	0.1452
Locus824	 0.2832	 0.1042	0.4286
Locus825	 0.0616	-0.0453	0.2022
Locus826	 0.1756	 0.0027	0.4089
Locus827	 0.0454	-0.0664	0.1567
Locus828	 0.0667	-0.0325	0.2330
Locus829	 0.2393	 0.0753	0.3789
Locus830	 0.1391	-0.0118	0.3180
Locus831	-0.0037	-0.0738	0.1300
Locus832	 0.0932	-0.0081	0.2811
Locus833	 0.0360	-0.0504	0.1551
Locus834	 0.0141	-0.0521	0.1560
Locus835	 0.0815	-0.0683	0.2808
Locus836	 0.4260	 0.2637	0.5636
Locus837	 0.0382	-0.1308	0.2632
Locus838	 0.1612	-0.0126	0.3677
Locus839	 0.0579	-0.0610	0.2193
Locus840	 0.0145	-0.1467	0.2575
Locus841	 0.0493	-0.0747	0.2278
Locus842	 0.1530	-0.0360	0.4385
Locus843	 0.1111	-0.0278	0.2982
Locus844	 0.0803	-0.0203	0.2758
Locus845	-0.0128	-0.0743	0.0805
Locus846	 0.0042	-0.1064	0.1515
Locus847	 0.2059	 0.0226	0.4200
Locus848	-0.0232	-0.1100	0.0939
Locus849	 0.1755	 0.0211	0.3614
Locus850	 0.1658	-0.0078	0.4187
Locus851	-0.0352	-0.1197	0.0848
Locus852	 0.0991	-0.0539	0.3550
Locus853	-0.0096	-0.1427	0.1289
Locus854	 0.1150	-0.0412	0.3581
Locus855	 0.0997	-0.0412	0.3307
Locus856	 0.0251	-0.0749	0.1395
Locus857	 0.0104	-0.0676	0.1162
Locus858	 0.5878	 0.4312	0.7285
Locus859	 0.0689	-0.0547	0.2340
Locus860	 0.3091	 0.1123	0.5285
Locus861	 0.0555	-0.0455	0.2161
Locus862	 0.1693	-0.0042	0.3733
Locus863	 0.1043	-0.0318	0.3002
Locus864	 0.1149	-0.0565	0.3392
Locus865	-0.0434	-0.1804	0.1475
Locus866	-0.0153	-0.1020	0.0914
Locus867	 0.0437	-0.0529	0.1897
Locus868	 0.0278	-0.0402	0.1511
Locus869	-0.0277	-0.1117	0.0745
Locus870	 0.0313	-0.1212	0.1971
Locus871	 0.1153	-0.0688	0.2939
Locus872	 0.0311	-0.1107	0.2564
Locus873	 0.2188	 0.0345	0.3923
Locus874	 0.0866	-0.0505	0.2651
Locus875	 0.0457	-0.1078	0.2033
Locus876	 0.0968	-0.0344	0.3780
Locus877	 0.1479	 0.0024	0.4112
Locus878	 0.1968	 0.0855	0.3283
Locus879	-0.0233	-0.0671	0.0347
Locus880	 0.0883	-0.0353	0.2588
Locus881	 0.1119	-0.0004	0.3367
Locus882	 0.0750	-0.0363	0.2182
Locus883	-0.0001	-0.1262	0.1626
Locus884	 0.0065	-0.1329	0.2135
Locus885	-0.0089	-0.0677	0.0708
Locus886	 0.0318	-0.0405	0.1797
Locus887	 0.1076	-0.0117	0.2554
Locus888	 0.0602	-0.0688	0.2447
Locus889	-0.0210	-0.1016	0.0855
Locus890	 0.0183	-0.1162	0.1537
Locus891	 0.0389	-0.1019	0.2004
Locus892	 0.1343	-0.0042	0.2988
Locus893	 0.0281	-0.1041	0.1588
Locus894	 0.0496	-0.0395	0.2163
Locus895	 0.0258	-0.1336	0.1778
Locus896	 0.1380	 0.0395	0.2460
Locus897	 0.0091	-0.1012	0.1712
Locus898	-0.0065	-0.0542	0.0679
Locus899	 0.4411	 0.2786	0.6633
Locus900	 0.0457	-0.1015	0.2101
Locus901	-0.0446	-0.1373	0.0870
Locus902	 0.0983	-0.0188	0.2606
Locus903	 0.0215	-0.0980	0.1891
Locus904	 0.0381	-0.0630	0.2092
Locus905	 0.1656	 0.0097	0.3456
Locus906	 0.1611	 0.0151	0.3215
Locus907	 0.1644	 0.0175	0.2937
Locus908	 0.0075	-0.0951	0.1260
Locus909	 0.0342	-0.0546	0.2288
Locus910	-0.0077	-0.0647	0.0935
Locus911	-0.0426	-0.1251	0.0765
Locus912	 0.1516	-0.0044	0.3241
Locus913	 0.1916	 0.0294	0.3596
Locus914	-0.0062	-0.1295	0.2355
Locus915	 0.0329	-0.0548	0.1875
Locus916	 0.0292	-0.1212	0.2706
Locus917	 0.0132	-0.1352	0.2426
Locus918	 0.0765	-0.0546	0.3048
Locus919	 0.0453	-0.0789	0.1861
Locus920	 0.0512	-0.0608	0.1693
Locus921	-0.0009	-0.0694	0.1202
Locus922	-0.0271	-0.1024	0.1002
Locus923	 0.0918	-0.0260	0.2833
Locus924	 0.0234	-0.0442	0.1584
Locus925	 0.0009	-0.0649	0.1295
Locus926	 0.0713	-0.0592	0.2516
Locus927	 0.0161	-0.0866	0.1454
Locus928	 0.0370	-0.1160	0.1759
Locus929	 0.0247	-0.0556	0.2165
Locus930	 0.0483	-0.0316	0.1325
Locus931	 0.0861	-0.0730	0.3457
Locus932	-0.0128	-0.0829	0.1474
Locus933	 0.0238	-0.0760	0.1792
Locus934	 0.3279	 0.1899	0.4695
Locus935	-0.0077	-0.1015	0.2258
Locus936	 0.0338	-0.0692	0.1431
Locus937	 0.0209	-0.0422	0.1312
Locus938	 0.0747	-0.0531	0.2676
Locus939	-0.0061	-0.0878	0.1432
Locus940	-0.0208	-0.1411	0.1251
Locus941	 0.1411	-0.0286	0.3206
Locus942	 0.6483	 0.5045	0.7735
Locus943	 0.0421	-0.0389	0.1695
Locus944	 0.0781	 0.0114	0.1676
Locus945	 0.0018	-0.0779	0.1703
Locus946	 0.1516	 0.0073	0.3214
Locus947	 0.0532	-0.1080	0.2205
Locus948	 0.0510	-0.0468	0.1727
Locus949	 0.1225	-0.0063	0.2869
Locus950	 0.1334	-0.0485	0.3461
Locus951	 0.0886	-0.0736	0.3047
Locus952	 0.1157	-0.0018	0.2914
Locus953	 0.1495	 0.0389	0.2713
Locus954	 0.1026	 0.0033	0.2521
Locus955	 0.0483	-0.0601	0.2023
Locus956	 0.1185	-0.0207	0.2686
Locus957	 0.1081	-0.0442	0.3024
Locus958	 0.4257	 0.2204	0.6163
Locus959	 0.0139	-0.0568	0.1563
Locus960	 0.0126	-0.0804	0.1682
Locus961	 0.2188	 0.0711	0.4049
Locus962	 0.2207	 0.0421	0.4052
Locus963	 0.0837	-0.0428	0.3623
Locus964	 0.0209	-0.0713	0.2339
Locus965	 0.0816	-0.0706	0.2646
Locus966	 0.0779	-0.0666	0.2980
Locus967	 0.1651	 0.0618	0.3018
Locus968	 0.0399	-0.1055	0.2524
Locus969	 0.1066	-0.0115	0.3125
Locus970	 0.1324	 0.0220	0.2548
Locus971	 0.0541	-0.1345	0.2784
Locus972	-0.0072	-0.0824	0.0849
Locus973	 0.0623	-0.0816	0.2273
Locus974	 0.1969	 0.0691	0.3341
Locus975	 0.0902	-0.0100	0.2148
Locus976	 0.1022	-0.0184	0.2860
Locus977	 0.0267	-0.0527	0.1490
Locus978	 0.2431	 0.0715	0.4353
Locus979	 0.2093	 0.0757	0.3267
Locus980	 0.0104	-0.1004	0.1692
Locus981	 0.3251	 0.1519	0.4954
Locus982	 0.1500	 0.0216	0.2914
Locus983	 0.1353	 0.0197	0.2590
Locus984	 0.0122	-0.1148	0.2085
Locus985	 0.0160	-0.0715	0.1558
Locus986	 0.0114	-0.0482	0.1189
Locus987	 0.0869	-0.0308	0.2212
Locus988	 0.0510	-0.0516	0.1888
Locus989	 0.2095	-0.0004	0.4427
Locus990	 0.2874	 0.0904	0.5222
Locus991	-0.0116	-0.0706	0.0862
Locus992	 0.1125	-0.0415	0.3142
Locus993	-0.0026	-0.0706	0.1546
Locus994	 0.0762	-0.0527	0.2299
Locus995	-0.0293	-0.1081	0.1253
Locus996	 0.1088	-0.0647	0.3449
Locus997	 0.0016	-0.0639	0.1376
Locus998	 0.0588	-0.0238	0.1911
Locus999	 0.0710	-0.0568	0.1883
Locus1000	 0.0222	-0.0821	0.2087
Locus1001	 0.1465	 0.0733	0.2563
Locus1002	 0.0287	-0.0610	0.1624
Locus1003	 0.1296	 0.0034	0.2637
Locus1004	 0.0418	-0.0749	0.2677
Locus1005	 0.0185	-0.0737	0.1552
Locus1006	-0.0069	-0.0837	0.1054
Locus1007	 0.0588	-0.0772	0.2451
Locus1008	-0.0563	-0.1934	0.1302
Locus1009	 0.0570	-0.0629	0.2218
Locus1010	 0.0012	-0.0943	0.1864
Locus1011	-0.0159	-0.1384	0.1618
Locus1012	 0.0122	-0.1336	0.2116
Locus1013	 0.3177	 0.1891	0.4745
Locus1014	 0.0337	-0.0842	0.2035
Locus1015	 0.0123	-0.0766	0.1208
Locus1016	 0.0826	-0.0564	0.2411
Locus1017	-0.0098	-0.0683	0.0842
Locus1018	 0.0989	-0.0461	0.2341
Locus1019	 0.1724	 0.0450	0.3247
Locus1020	 0.3124	 0.1797	0.4635
Locus1021	 0.1957	 0.0039	0.4423
Locus1022	 0.0395	-0.0849	0.2542
Locus1023	 0.0507	-0.0513	0.1610
Locus1024	 0.0058	-0.0776	0.1238
Locus1025	 0.0066	-0.0673	0.1083
Locus1026	 0.2212	 0.0913	0.3954
Locus1027	 0.0336	-0.0985	0.2043
Locus1028	 0.1555	 0.0501	0.2879
Locus1029	 0.1758	 0.0329	0.3490
Locus1030	 0.0011	-0.0628	0.1362
Locus1031	 0.0544	-0.0550	0.3070
Locus1032	 0.1587	 0.0316	0.3082
Locus1033	 0.0441	-0.0371	0.1550
Locus1034	-0.0039	-0.1079	0.1317
Locus1035	 0.0298	-0.0653	0.1427
Locus1036	 0.2015	 0.0423	0.3780
Locus1037	-0.0233	-0.1039	0.0737
Locus1038	 0.1019	 0.0107	0.2273
Locus1039	 0.0894	-0.0534	0.2469
Locus1040	 0.0057	-0.0934	0.1341
Locus1041	 0.0663	-0.0196	0.2135
Locus1042	 0.1076	-0.0275	0.2342
Locus1043	 0.0651	-0.0236	0.2083
Locus1044	 0.1006	 0.0179	0.2423
Locus1045	 0.2403	 0.0638	0.4332
Locus1046	 0.0210	-0.1021	0.1564
Locus1047	 0.2396	 0.0883	0.3992
Locus1048	 0.0920	-0.0536	0.2966
Locus1049	-0.0306	-0.1441	0.1267
Locus1050	 0.0295	-0.0513	0.1337
Locus1051	 0.1199	 0.0034	0.2844
Locus1052	 0.0214	-0.1374	0.1971
Locus1053	 0.0537	-0.1000	0.2731
Locus1054	 0.2609	 0.1300	0.4073
Locus1055	 0.0150	-0.0755	0.1769
Locus1056	 0.1059	-0.0161	0.3440
Locus1057	 0.0116	-0.0805	0.1215
Locus1058	-0.0667	-0.1529	0.0645
Locus1059	-0.0659	-0.1526	0.0457
Locus1060	 0.3524	 0.2134	0.5188
Locus1061	 0.0729	-0.0686	0.2705
Locus1062	 0.1392	-0.0207	0.3187
Locus1063	 0.2854	 0.0733	0.4254
Locus1064	 0.2785	 0.1039	0.4419
Locus1065	 0.0488	-0.1085	0.2550
Locus1066	 0.1124	 0.0215	0.2291
Locus1067	 0.1053	 0.0104	0.2767
Locus1068	 0.0063	-0.0792	0.1552
Locus1069	 0.0578	-0.0507	0.2517
Locus1070	 0.2162	 0.0459	0.4077
Locus1071	 0.0106	-0.1075	0.1168
Locus1072	 0.1003	-0.0809	0.2922
Locus1073	 0.1064	-0.0049	0.2801
Locus1074	 0.0905	-0.0273	0.2793
Locus1075	 0.1675	 0.0214	0.3679
Locus1076	 0.0064	-0.0908	0.1920
Locus1077	 0.0425	-0.0396	0.1697
Locus1078	 0.0734	-0.0479	0.2217
Locus1079	 0.1293	-0.0054	0.2828
Locus1080	 0.0417	-0.0538	0.2097
Locus1081	-0.0522	-0.1305	0.0620
Locus1082	 0.0127	-0.0909	0.1370
Locus1083	 0.0166	-0.0872	0.1927
Locus1084	 0.0017	-0.1049	0.1670
Locus1085	 0.1690	 0.0225	0.3275
Locus1086	 0.0198	-0.0835	0.2016
Locus1087	 0.0083	-0.0765	0.1408
Locus1088	 0.0129	-0.1047	0.1706
Locus1089	 0.0294	-0.1248	0.2400
Locus1090	-0.0610	-0.1539	0.0705
Locus1091	 0.0354	-0.0473	0.1557
Locus1092	 0.0238	-0.0745	0.1796
Locus1093	 0.0529	-0.0403	0.2533
Locus1094	 0.2344	 0.0472	0.4692
Locus1095	 0.1344	-0.0559	0.3614
Locus1096	 0.0353	-0.0851	0.1718
Locus1097	 0.1810	 0.0484	0.3497
Locus1098	 0.1305	-0.0474	0.3295
Locus1099	 0.2924	 0.1419	0.4494
Locus1100	 0.0160	-0.0818	0.1462
Locus1101	-0.0080	-0.0857	0.1669
Locus1102	-0.0181	-0.1361	0.1073
Locus1103	 0.0550	-0.0493	0.2017
Locus1104	 0.3098	 0.1361	0.4891
Locus1105	 0.0230	-0.0572	0.2011
Locus1106	 0.0441	-0.0361	0.2037
Locus1107	 0.0114	-0.0910	0.2222
Locus1108	 0.0217	-0.0662	0.1390
Locus1109	 0.0569	-0.0464	0.2082
Locus1110	 0.0678	-0.0195	0.1686
Locus1111	 0.1061	 0.0066	0.2169
Locus1112	 0.0242	-0.0601	0.1265
Locus1113	 0.1012	-0.0388	0.3121
Locus1114	 0.0560	-0.0420	0.2287
Locus1115	 0.0793	-0.0854	0.2986
Locus1116	 0.3978	 0.2526	0.5524
Locus1117	 0.2404	 0.0281	0.4802
Locus1118	 0.0944	-0.0851	0.2921
Locus1119	 0.4182	 0.2446	0.5630
Locus1120	 0.0769	-0.0639	0.2633
Locus1121	 0.1677	 0.0309	0.2820
Locus1122	 0.0394	-0.0591	0.1993
Locus1123	 0.0283	-0.0891	0.1697
Locus1124	 0.1683	-0.0308	0.4541
Locus1125	 0.1349	-0.0055	0.3631
Locus1126	 0.4083	 0.2057	0.6115
Locus1127	 0.0228	-0.0741	0.1800
Locus1128	 0.1611	-0.0016	0.3600
Locus1129	 0.0034	-0.0821	0.1313
Locus1130	 0.0536	-0.0259	0.1799
Locus1131	 0.2785	 0.1078	0.4989
Locus1132	 0.0149	-0.1126	0.2078
Locus1133	 0.1307	-0.0274	0.3630
Locus1134	 0.0246	-0.0880	0.1643
Locus1135	 0.1126	-0.0706	0.2881
Locus1136	 0.0812	-0.0330	0.3183
Locus1137	 0.0992	-0.0161	0.2378
Locus1138	 0.0245	-0.0565	0.1803
Locus1139	 0.0538	-0.0982	0.2484
Locus1140	 0.0192	-0.0647	0.1510
Locus1141	 0.0976	-0.0177	0.2500
Locus1142	 0.1138	-0.0491	0.3000
